,date,rating,body,review
2080,2016-04-06,6.0,verified review irritating british airway preallocated middle seat allowed change checking online unless paid pound airport self service check would let change seat either find customer service desk get preferred window seat waste time short flight london gatwick amsterdam ok flight crew spoke cabin time appreciate cabin crew clearly wished somewhere else catering choice water crisp hardly full service least free,Bad
2081,2016-04-05,2.0,marseille montreal via london got british airway far flight delay cumulated time hour minute hour minute delay montreal made miss connection london booked another flight made wait hour london instead hour back montreal marseille flight delayed one time would call happy customer,Bad
2082,2016-04-05,7.0,london larnaca find travelling british airway somewhat hit miss time flown extensively past year club economy seems gamble flight attendant mood flight larnaca fa terrific attitude courteous cabin service director professional polite older type seating far comfortable new slimline seating adopted still bearable nearly hr sitting still air spaciousness compared used route good flight compared airline offer lie flat seat personal entertainment system medium haul route falling behind,Bad
2083,2016-04-04,10.0,verified review london city isle man british airway following unexpected cancellation flight gatwick easyjet seem become unreliable purchased ticket london city despite earlier weather problem storm katie approaching made effort operate flight back isle man got u home well done,Good
2084,2016-04-04,5.0,verified review flight copenhagen london heathrow british airway operated jet time operating service lhrcph route summer aircraft definitely standard old worn inside cabin service cannot comment fortunately seat together slept flight really hope temporary move ba part really standard come expect route,Bad
2085,2016-04-02,8.0,london rotterdam returning amsterdam london city airport undergoing renovation work give pier gate feel abandoned warehouse gate lounge little portakabin trip felt bit like catching bus fine business travel guess onboard outbound flight le half full ba embraer fleet pretty new clean e fun little plane travel steep ascent lcy tight turn cabin crew excellent small snack shortbread popcorn crisp drink served flight immigration baggage reclaim rtm breeze return leg onboard service excellent evening flight free bar service much appreciated arrival lcy shamble flooded toilet particularly unpleasant shame dont fly rotterdam heathrow though far pleasant lcy,Good
2086,2016-04-02,9.0,toronto london sleeper service mean buffet dinner lounge rather onboard plane maximise rest time excellent flight lhr fast track system allowed speedy connection onto flight berlin heathrow berlin pleasant flight excellent service negative issue british airway business class seat selection cost extra done advance,Good
2087,2016-04-02,10.0,tel aviv london heathrow british airway fast efficient check plane left time crew nice give impression rushed seat comfort club world format nice surprise food selection quality top notch absolutely complaint,Good
2088,2016-04-01,6.0,verified review london gatwick rome fiumicino anyone ha flown british airway club europe youll realise seat economy class eurotraveller seat made divider middle flying gatwick lounge refurbishment directed lounge quite packed already got rome baggage lost make matter worse counter lost baggage operates behalf british airway poorly marked sign logo british airway manned two person hadnt clue going would assist filling form make matter worse talking leaving partner awkwardly staring complete conversation bottom line whatever carry british airway brand name good whatever party organisation employ questionable,Bad
2089,2016-04-01,7.0,verified review washington dubai return via heathrow british airway outbound segment three others refurbished b aircraft regular customer gold level executive club member one ha expect much variation onboard product staff generally polite hardworking well trained seem lack extra attention detail come club world fish main course served iad lhr unbelievably bad meal fairly good high tea without scone clotted cream strawberry jam absurd costcutting measure british airline discovered lhriad sector sad see airline working harder response competition,Bad
2090,2016-03-31,3.0,miami manchester via london heathrow british airway aircraft old dated hot airconditioning seat food disgusting type chicken mashed potato pea aircraft need updated retired showing age tv screen small usb power point outbound flight american airline much better new aircraft good entertainment food good change terminal lhr connecting miami advange flying choose different airline fly avoid domestic flight manchester comfy looked much better,Bad
2091,2016-03-31,2.0,british airway mind fast approaching national tragedy one ha flown on/off year suggest qualified view travelled cabin including concorde flew club europe london heathrow pisa back last week easter break home italy fly route often flight started north executive lounge lhr busy ok terrible choice unhealthy bacon bap similar roll stuffed whatever fruit tinned fruit plane newish plane called new club europe three seat middle one table table usually front one side zero legroom unless row last month flew regional business class singapore airline malaysian airline vietnam airline needle say british airway doe come close come seat comfort disgraceful food okay flight fa flight also fine curtain separating club cabin economy broken hence queue wc stretching club cabinits long overdue need serious management change build value key product,Bad
2092,2016-03-31,4.0,st lucia london gatwick premium economy march worst flight time british airway newspaper inedible curry chicken wine coffee breakfast inedible coffee inflight entertainment awful old film small screen oxygen level low many passenger complaining headache etc staff interested yet usual british airway employee sneak business class seemed get reasonable service usual say never use route little choice competition virgin good either compared airline like emirate qantas air new zealand etc much learn used thomson barbados mauritius premium club section boeing fantastic experience great food service comfy seat super flight entertainment,Bad
2093,2016-03-27,7.0,verified review return seville gatwick british airway economy flight left minute ahead schedule landed early well seating facelifted economy class think le comfortable older style flew sandwich drink okay think british airway could come around drink water service hour flight overall okay,Bad
2094,2016-03-27,7.0,verified review flew british airway oslo london heathrow march crew happy helpful cabin clean looked new wasnt new plane seat new served turkey cheese croissant fly wa time landed early,Bad
2095,2016-03-27,7.0,verified review gatwick seville british airway flight delayed due french air traffic controller strike best help boarded time ready leave slot became available however still got away nearly hour late served drink also invited passenger view flightdeck delay took flight okay typical service sandwich drink wine passable better shorthaul economy service seat comfortable given limited legroom,Bad
2096,2016-03-26,8.0,verified review barcelona seoul incheon via london heathrow overall impressed two flight id checked online bag drop bcn took le one minute small snack served flight london uneventful flight london seoul new almost perfect friendly professional crew ife high quality amazing sound impressed size meal lunch hot breakfast real let seat tiny narrow felt quite squashed made flight uncomfortable difficult sleep really let good flight,Good
2097,2016-03-26,3.0,verified review istanbul london heathrow british airway main reason pay travel business class get extra leg room ba club europe give exactly leg room economy may okay quick hop paris definitely unsatisfactory near four hour flight particularly annoying see child sitting row row reasonable leg room service fine food quite good entertainment ill book economy pay exit seat nobrainer either fly turkish airline airline going strength strength,Bad
2098,2016-03-25,8.0,verified review london heathrow houston british airway friendly efficient service chose asian vegetarian meal turned tasty hadnt flown longhaul year improvement noticeable free beverage offered wide choice baggage allowance adequate transfer terminal lhr worked well,Good
2099,2016-03-24,1.0,"verified review flown british airway time usually business class current ski trip paid substantial premium fly one way first home london denver business class yesterday flight cancelled due snow course fault spending nearly hour hold ""gold card"" premium service line told flight full cannot help ""not authorised help telephone drive airport ask ""beg"" airport staff consider using different carrier help get home"" long planned family easter holiday true test company thing going well problem bacom truly appalling email cancelling flight even include phone number call rebooking",Bad
2100,2016-03-23,7.0,verified review british airway seattle johannesburg via london heathrow first leg sea lhr plane satisfactory dont understand comment people think tired worn bad ride economy person front doesnt recline seat sat one twosome seat tail food leg bland continental breakfast disappointment would buy seat traveling british airway advised wall next lean sleep second leg sat tail upper deck seat time young woman front reclined maximum soon could kept seat way entire hour flight nice plane overall experience pleasant despite extensive turbulence majority way upper cabin amazingly quiet food leg far better english breakfast served prior landing joburg would play seat two box seat front limit foot room would play seat aisle seat ife leg pretty sad im one popular culture cabin attendant leg polite nice job ground personnel heathrow nice helpful ive traveled south africa north america dozen time past two year flight require change plane middle east europe fly africa tend bumpy even night convective activity dy nonstop flight routed atlantic ocean tend much smoother,Bad
2101,2016-03-23,7.0,abu dhabi heathrow seating narrow uncomfortable seems norm aircraft airline cabin crew excellent move friend british airway employee economy premium economy business class boarding complete discreetly without fare paying passenger noticing food served ha declined quality quantity english breakfast used one best meal economy bacon rubbery mushroom scrambled egg equally rubbery truly awful meal flight time entertainment system getting better least screen newer aircraft bigger ancient still operated british airway,Bad
2102,2016-03-23,5.0,verified review gatwick amsterdam business class truly uncomfortable flight life thought british airway might expect something little better stupid mistake business class seat standard economy class middle seat empty food breakfast okay although enough hungry luckily provide champagne flight,Bad
2103,2016-03-22,10.0,chicago london heathrow terrific inflight service food updated inflight entertainment service great large selection film tv show menu extensive nicely presented staff lounge onboard flight great transfer great feature,Good
2104,2016-03-20,10.0,lhrams return onboard british airway club europe would recommended seat row ha pitch club europe cabin two short flight minute full cabin drink meal service provided professionalism efficient boarding disembarkation luggage first belt airport,Good
2105,2016-03-20,3.0,phl lhr return new cabin british airway ha degraded economy product point u airline company may actually offer better service ha removed toilet rear cram seat causing long queue remaining restroom new economy seating feel incredibly cramped food offer poor quality smaller portion avios accrual significantly reduced lowcost fare dont see reason continue fly airline find ridiculous charge insanely high price reserve seat advance making stress checking time vacation ensure snap whatever good seat left time next trip europe ha booked american able choose regular seat free time booking accrue full amount mile actually flying although staff courteous competent trip doe make current sad state economy product,Bad
2106,2016-03-20,6.0,domestic british airway economy heathrow edinburgh return trip route previous week little expensive booked short notice good service check bag drop fast track quick used gallery south lounge boarding via gate flight departed around minute late arrived around minute late fine snack coffee served min flight return check bit slow checked used gallery lounge quick coffee boarding gate full business seating nice departed time flight hour bag tagged priority quick much prefer route apposed,Bad
2107,2016-03-20,3.0,philadelphia london heathrow return new cabin british airway ha degraded economy product point u airline company may actually offer better service ha removed toilet rear cram seat causing long queue remaining restroom new economy seating feel incredibly camped food offer poor quality increasingly smaller portion avios accrual significantly reduced lowcost fare dont see reason continue fly airline also find ridiculous charge insanely high price reserve seat advance making stress checking time vacation ensure snap whatever good seat left time next trip europe ha booked american already seeing difference able choose regular seat free time booking accrue full amount mile actually flying although staff incredibly courteous competent trip doe make current sad state economy product bye bye,Bad
2108,2016-03-19,1.0,singapore london heathrow british airway premium economy abysmal priority boarding pre take drink ran wine bottle drink also ran meal choice seat truly dreadful climb armrest get person behind played game stabbing screen hour complaint department dont care still waiting mile credited,Bad
2109,2016-03-18,9.0,travelled british airway london nairobi return excellent flight way outbound crew quite good inbound crew wouldnt complain think premium economy seat new type least covering find much comfortable leather type almost comfort virgin seat used go nairobi one problem entertainment equipment return flight locked announcement screen despite announcement made empty seat could used premium economy worth money case say yes stone year old frame doe like journey much hour standard economy check end good usual nairobi multiple security check known fact different people notice different thing see multiple check good thing,Good
2110,2016-03-16,7.0,british airway athens london heathrow los angeles return shorthaul seems drink service le often usual compared previous flight new slimline seat feel spacious opinion ha le padding compared old one food quite good pilot great always longhaul upperdeck food main course quite decent snack inbetween galley absolutely terrible seat feel cramped economy class also unacceptable charge much choose seat always seems delayed departure plane big good entertainment fairly good interesting compare competition plan trying another airline next time,Bad
2111,2016-03-16,9.0,flew british airway club europe london heathrow prague always staff professional see enjoy flight fast easy issue crew made sure felt comfortable needed short flight,Good
2112,2016-03-16,10.0,turin gatwick plane time lunch one best short haul similar experience flight geneva heathrow also landed early bag waiting left border control cant flight like,Good
2113,2016-03-15,1.0,austin london heathrow spent considerable amount time jan feb booking seat pay privilege system working properly get phone help find cause attempt managed book seat like window seat mid cabin number divide flight called went gate people behind bar code bag drop issued boarding pa wouldnt scan asked colleague boarding pass still wouldnt scan colleague thought might passport went check made point airport three hour something wrong surely could contacted colleague came back bar code still wouldnt scan heard one say already said booked window seat hubby hoped new one wa said number could see werent got board someone already seat found attendant went found u two seat window across aisle loo night heard loo flushing got bumped people waiting falling due turbulence would free look booked seat family five row obviously wanted together though different bit cabin might premium economy offered hot flannel warm fizzy win plastic glass certainly upgraded doesnt matter pay seat reservation week advance somebody come along later theyll turf cattle class think stopped using ryanair,Bad
2114,2016-03-14,10.0,flew british airway helsinki london heathrow mumbai b including transit heathrow felt quite cramped economy energetic motivated cabin crew made flight enjoyable later happy bigger newer boeing mumbai sector last row empty seat able stretch leg properly great bonus ife good hot meal served quite tasty filling addition cabin crew excellent way back flight late bom would meant missed connection lhr late saturday night last flight hel night asked bom station manager put jet airway since seemed time wait last minute due fully booked flight finally got two seat jet catch connecting flight lhr evening positive experience hellhrbom well rerouting carried exemplary manner make u praise british airway good experience made experienced cooperative staff station fly,Good
2115,2016-03-13,5.0,flew british airway gatwick punta cana economy flew back premium economy wa worth well didnt pay much probably overall yes slightly legroom dont get much food economy far could tell main meal nice breakfast good enough airline supposed calibre small cold cheese croissant muesli bar one tea/coffee round whipped round collect empty got board economy passenger thats big deal pay extra secure seat side pair otherwise would sit block middle dont like begrudged paying extra honest captain cheery informative apologised endlessly short delay leaving punta cana crew polite friendly older guy air ive long time im pretty fed passenger whilst understand feel like job need move flight landed slightly late made lot time en route would time air traffic congestion gatwick well believe old awful date ife seat despite wider uncomfortable,Bad
2116,2016-03-13,1.0,london heathrow moscow flying moscow british airway year today flew moscow long haul aircraft boeing / boeing replaced enjoyable seat uncomfortable disappointed meal served four hour flight london moscow served cheese sandwich kit kat would thought flight length would hot meal majority flight attendant also good making eye contact either disappointing gold frequent flyer would expect much higher level service shame airline flying direct moscow would using future,Bad
2117,2016-03-13,7.0,heathrow zurich british airway checkin heathrow problem checkin machine recognize credit card frequent flyer card friendly staff premium checkdesk helped checked without fuss boarding process rather messy boarding staff gave different contradicting instruction organized chaos economy class passenger could board aircraft first crew efficient sometimes friendly rather typical attitude staff chatting away working fun amongst client one feel bad interrupt conversation request,Bad
2118,2016-03-12,8.0,checkin process zurich easy efficient flight time friendly attentive crew food breakfast okay although enough hungry seat comfortable although impressed find used refreshing towel previous passenger seat pocket arrival business usual even worse arrived take train walk walk exit terminal,Good
2119,2016-03-12,1.0,british airway ha completely terrible customer service paid extra fly instead one cheaper airline assuming sort quality experience flight hour delayed reasoning refuse book customer another flight ha room departing earlier closed willing make customer miss connecting flight instead finding solution problem people extremely rude dont provide information customer dont provide sort solution make experience better avoid airline cost possible unless lot free time patience,Bad
2120,2016-03-12,4.0,miami london heathrow british airway overly happy experience impressive jet despite paying extra premium economy seat like torture impossible get comfortable sleep elusive impossible didnt feel premium economy experience great value staff attentive food reasonable,Bad
2121,2016-03-11,2.0,first long haul flight british airway year mistake flew premium economy expecting par competitor especially lufthansa virgin atlantic airport took hour checkin dedicated premium economy check premium economy boarding queue gate either perhaps plane would little special old boeing designed maximise seat expense comfort cramped space premium economy cabin seating comparable economy light year behind modern spaciousness airline sitting middle row seat meant could physically squeeze past person next aisle unless woke person took chance stand hope manoeuvred successfully stupidly thought competition would eliminate difference airline wrong avoid british airway hong kong route flying boeing advise check plane type booking suffer expensive hour flight reminiscent year ago,Bad
2122,2016-03-10,10.0,traveled british airway heathrow edinburgh return airport staff cabin crew polite professional airport return flight march delayed due technical issue waiting gate captain approached passenger explained reason delay apologized much appreciated good experience recommend,Good
2123,2016-03-10,3.0,sydney london heathrow via singapore first foray british airway business class club world success flat bed made hinged flap flap inside passenger clamber case large passenger heavy shoe heavy heel sure tried careful leading heel edge hit exposed ankle bone hard food atrocious breakfast omelette grey inedible breakfast served late proved impossible request second cup tea coffee early morning hour snack composed doorstep sandwich little filling staff tried hard water brought asked find someone replace used toilet roll paper towel mop lavatory floor expected business class uncomfortable flight never repeated u,Bad
2124,2016-03-10,9.0,flew edinburgh san francisco via heathrow british airway premium economy experience good short connecting flight edinburgh due domestic treated business class get lounge access / priority boarding domestic leg nice premium economy seat window excellent seat comfortable load space great storage bin side newspaper warm towel bubble takeoff inflight entertainment good food good well presented food drink kept coming outbound flight return night flight different experience seat staff hardly seen due lot people sleeping lot people asking drink / snack etc service seemed lack bit bubble way back overall great experience impressed premium economy highly recommended well worth extra,Good
2125,2016-03-09,5.0,gatwick punta cana british airway flight announced minute late waited departure lounge said gate would announced given time came went announcement soon evident would minute late eventually boarded full flight space spreading crew fairly efficient friendly one lady didnt seem enjoy job rush get dinner drink served could rest kept barking question passenger asking would like drink etc unnecessarily stressful seat uncomfortable ife year date dont expect route like punta cana top british airway list newer improved interior ife food however delicious gin big let though seemingly vodka either really,Bad
2126,2016-03-09,8.0,british airway flight london singapore january perfect superb crew helpful chatty without obtrusive cabin comfortable amenity pyjama etc good quality food rather dull well prepared perhaps duck best airline cabin wine spirit good quality arrived time good shape deplaning efficient expected singapore changi everything functioned well return flight march good crew sleepy particularly communicative ask everything even meal schedule took age dirty crockery cleared flight arrived early good usual terminal still asleep inefficient ineffectual use usual immigration channel looked chaotic baggage reclaim nowadays,Good
2127,2016-03-09,1.0,gatwick marrakech british airway lounge airport ha closed time therefore sharing paid lounge overcrowded family couldnt get use check staff apologised clearly know problem inform customer prior booking able provide full service british airway customer service response inform future plan helpful would recommend flying business class short haul gatwick save money fly someone else,Bad
2128,2016-03-08,8.0,british airway london rio de janeiro friendly cabin crew ground staff little sultry clean modern cabin good announcement explained delay attentive service flight pre booked meal mean come far earlier wine drink without addition cheese cracker staff returned later missing item sure id pay premium economy really great deal difference space food good selection entertainment cabin crew present attentive juice water flight good cup tea kit kat available,Good
2129,2016-03-08,2.0,flight heathrow chicago delayed three hour litany excuse boeing going tech faulty smoke alarm toilet catering truck damaged fuselage door engineer couldnt correct fault would let u flight captain came first class answered question nice personal touch finally got going food cabin service mediocre first class seat poor product entertainment screen slow iadlhr return first class wonderful aircraft woefully let poor first class seat service seat barely business class modern standard dinner service inelegant almost inedible crew return impersonal keen get dinner service finally customer relation based india responded hour delay declining claim insincere form letter also dont appear good grasp english overall endtoend experience poor evidently dont care far far short first class experience get quasimonopoly usa london merit superb let u hope replace aged boeing aircraft improve terrible seat configuration first club class,Bad
2130,2016-03-08,9.0,one feature british airway day product variable basis low expectation recent flight heathrow athens plane old phased however crew professional attentive food good plenty drink available inflight entertainment comprised latest star war movie given low price paid ticket complaint worry accountant run airline always chipping away soft product,Good
2131,2016-03-07,8.0,copenhagen accra via london heathrow chaotic boarding flight lhracc smooth comfortable seat felt softer newer narrower food good attitude cabin staff positive professional movie selection good however surprised smaller audio selection experienced previous flight especially concerning rhytmical music hour landing second serving took place good experience flying hesitate recommending airline concern limited space hand luggage strictly control hand luggage passenger within limit given way many passsengers ignored return flight,Good
2132,2016-03-07,8.0,flew british airway london heathrow munich generally excellent way except poor seat space flight time nice new / refurbished plane cabin crew worked hard throughout food actually quite decent nice breakfast tea way back sadly seat space economy guy front reclined couldnt even open paper ok minute worth paying little economy much,Good
2133,2016-03-07,4.0,stockholm london heathrow pleasant experience british airway ha good way reminding youre flying cattle class interior tired worn seat hard legroom inadequate shorthaul flight cabin service variable courteous others practically barked one steward even tapped gestured refill bright side seems lot generosity alcohol fortune sitting front three loud progressively intoxicated lady pressed stewardess alcohol every minute flight request promptly obliged perhaps taken advantage generosity make flight bearable,Bad
2134,2016-03-07,3.0,london helsinki return check quick fast track security visited lounge nice used oneworld airline apart packed limited food offer boarding slow done bus remote stand onboard seated fee seat next looking forward something decent eat due lack food option lounge unfortunately food offered pretty basic say least crew friendly guess something arriving helsinki time another remote stand bus transfer bag quickly despite priority tagging check return quick security little slow headed finnair lounge packed seating managed find seat computer booth coffee check email boarding awful priority minute bus ride packed bus stand freezing cold sleet minute boarding via step delayed departure service began drink followed another basic meal half sandwich scone crew okay kept passenger updated delayed arrival finally arrived hr late luxury airbridge bag quickly good otherwise business class flight seat power economy seating middle seat blocked standard food offered economy airline class ba european business class anymore added poor downgrading frequent flier scheme brainer,Bad
2135,2016-03-06,7.0,flew edilhrphllhredi world traveller outbound shuttle heathrow boeing economy layout managed bag seat / using online checkin cheery friendly crew biggest problem excessive hand baggage allowance permitted selfish people take huge case board filling locker everyone modestly sized item cant get look cabin crew quite stressed trying move case around locker get everyone sat lhrphl upgraded rearmost group two seat row boeing ha cheekily increased cost used like rest cabin wisecracking captain tannoy made flight little entertaining great crew could eat meal thing went wrong ife seat crashed last minute flight could view flight tracker side note wish would upgrade album choice havent changed last year flight time delay inbound phllhr reserved seat note cannot buy back row middle group reserved crew plane encountered severe turbulence nantucket newfoundland crew rush drink meal service result apology pilot usually doe lhredi problem excessive hand baggage exacerbated smaller steward sheer coincidence served u outbound shuttle week earlier remember u asked u holiday philadelphia went otherwise flight pleasant said tin overall good value trip booked holiday offseason meant total cost seat upgrade including day car rental one observation however clear care little economy passenger seem exist make number everything seems geared around highspending executive club member avios earning ha drastically cut world traveller cabin class discounted fare attracts avios mile therefore transatlantic flight east coast usa used get point attracts measily pretty pathetic really really use british airway via lhr usa trip purely basis using large widebody plane unlike american united increasingly use boeing holiday deal hard beat enable payment instalment,Bad
2136,2016-03-06,9.0,excellent british airway flight venice gatwick seemed brand new leather seat friendly staff decent quick sandwich drink gripe many people bring case board leaving little room people whove paid hold luggage stow backpack etc easyjet,Good
2137,2016-03-06,9.0,flew business class heathrow chennai check painless went terminal lounge busy well stocked refreshment / food boarding painless greeted champagne pod alternately faced forward rearward choose carefully like particular orientation seat comfortable perhaps especially tall wide meant plenty wriggle room movie selection fine regular cinema goer tv screen adequate although old eye couldve done something slightly wider round drink snack outside meal time dinner good mixture western starter asian main breakfast ok egg solid bullet everything else great crew pleasant,Good
2138,2016-03-05,8.0,decided upgrade treat ba club world check jfk efficient fast track security breeze ba gallery lounge jfk shared cathay pacific lot polish airline lounge spacious clean encouraged dinner lounge service sleeper service disappointmwnt wasnt enough food left although selection good best preflight dining decided shower shower room clean amenity available request ba club world seat around inch wide comfortable quick hour flight back home greeted name cabin crew friendly ife option flying economy clasd menu handed along elemi amenity kit meal good portion could better upon arrival lhr bag delivered time told pay visit arrival lounge didnt bother overall would fly ba club world product seat bed comfortable well maintained despite ageing aircraft cabin crew friendly enthusiastic one thing might want consider food portion portion baby sized portion,Good
2139,2016-03-05,7.0,flew economy class third oldest boeing boarding delayed due late arrival aircraft aircraft showing age interior clean flying b new economy class seat pitch inch bearable hour flight meal service delayed due turbulence choice cheese omelette mixed grill went latter good although portion could better second meal service sandwich sweet staff professional interactive passenger ife handful new hollywood film audio choice could better tip avoid k seat due ife box restricting legroom,Bad
2140,2016-03-04,5.0,british airway domestic economy london heathrow edinburgh basically option many route check quick frequent flier status downgraded however still week availed fast track security used north lounge boarding quick full flight departed time board service okay flight drink snack served arrival almost time return early flight quick bag drop security bit slow otherwise used lounge boarding full departed time arrived early service okay breakfast served drink although crew missed appeared grumpy later asked coffee okay service expensive booked short notice get b quickly,Bad
2141,2016-03-04,4.0,recently flew back jfk lhr greatest flight ive ever seat uncomfortable poor leg room long haul electrical box seat infront unedible food poor selection onboard entertainment good thing flight staff outbound flight booked operated american airline much better,Bad
2142,2016-03-02,8.0,flew british airway zurich london heathrow kotoka international back outward flight lhr accra fully booked old b cabin look bit shabby seat worn tight crew however made friendly attitude food pretty good economy class flight back delayed hour due busted parking brake communication airport could better offered accomodation meal waiting time problem solved flight leaving next night uneventful even managed lie sleep hour cabin half full really amazed customer service managed request compensation couple day contacted transferred due amount therefore really must commend straightforward service,Good
2143,2016-03-01,9.0,helsinki london via helsinki flexibility readiness kindness cabin crew reminded appreciated past continue say well make happy pay little extra bag small meal get treated like person given exit row seat tall person one,Good
2144,2016-02-29,1.0,london heathrow amsterdam full load flight min delay economy pax carry lugagage squashed club cabin overhead bin upsetting lot club pax purser care flight tracking system new looking aircraft seating club cabin like easyjet nowadays cramped reason fly british airway club future lost business aircraft configuration service improve,Bad
2145,2016-02-29,3.0,bucharest london heathrow worst thing british airway business class seat shocking lack legroom cramped space le many economy seat club europe poor breakfast one slice bacon half tomato tinned mushroom omelette overcooked grey inside seat comfortable staff good toilet waste bin tape around sack used rubbish instead good flight overall,Bad
2146,2016-02-28,7.0,washington heathrow british airway say iad ground crew inflight crew fantastic sprained neck day departure given option pre board made difference flight amazing like rock sky didnt feel thing seat comfort upper deck coach adequate fact reminds economy plus united premium economy like domestic business class u carrier older style business class new business first major downside write middle trip ground staff heathrow hard find even exist im middle terminal terminal connection still wearing brace asking gate assignment better option seating best got brusque sorry thats see someone limping away desk least ask theyd like assistance getting departure lounge know united may offer club access free least buy found ground staff heathrow far superior uk flagship carrier unfortunately,Bad
2147,2016-02-27,2.0,first time partner flown british airway year returning flight london heathrow cape town booked flight several month pay preselect seat way outward inward flight entertainment system working attempt staff reboot system failed cope two flight entertainment flight table broken raised crew told previous passenger must bounced child dinner good breakfast appalling congealed egg bacon asked could continental equivalent got stodgy choc chip muffin fruit juice plane looked generally tired share one inflight magazine u pillow blanket uninviting brown colour partner entertainment system work get stewardess use spoon release handset position seat certainly wouldnt pay ba rate premium economy,Bad
2148,2016-02-27,3.0,british airway manchester rio de janeiro via heathrow werent invited lounge man due rather arrogant check agent concord lounge lhr ha seen better day ordered bacon sandwich arrived far promptly limp rather pathetic left champagne boardng warm water nut pleasant seat area genuinely filthy thoroughly cleaned remnant toiletry bag seat last passenger first choice food available unacceptable first whole row seat stopped working seat permanent degree incline staff attempted get working avail ended split partner row row nice start honeymoon thanks cheese selection menu changed offered scrappy piece paper advise new selection staff upgrade commonplace first cabin reckoning paying passenger id say staff upgrade appeared pushed back gate mate crew showered attention throughout flight personally id preferred see full fare business class passenger upgraded staff passenger thankful seat seem think acceptable staff travel first youre flying business hoping upgrade id say youre chance pretty remote unless course know one crew flight pretty poor experience round prof world favourite airline ha become complacent cant even get right first class wonder middle east carrier showing rest world,Bad
2149,2016-02-27,1.0,glad option rate zero customer service abysmal wa flying home amsterdam family booked premium economy around pp higher economy night early morning flight received text saying flight cancelled went airport employee could get phone woman another airline booked u delta regular economy spent since august trying get refund pp extra paid premium economy finally got refund wa pp explanation customer service people sorry cant help higher level take go separate form request breakdown see calculated refund expect british airway never fly,Bad
2150,2016-02-26,8.0,flew british airway los angeles amsterdam via london heathrow r/t club world actually prefer b surprising used qantas fc lounge lax gallery first heathrow great service board flight top notch friendly food drink good even steak bit well done side like preselect meal lhr wish could lax well complaint club europe legroom know block middle seat legroom tight great value money picked three trip business class sale last year next fco dub,Good
2151,2016-02-26,9.0,first time flying dominican republic found best deal british airway benefit direct flight gatwick punta cana outbound flight plane half empty nice spacious boeing outdated plane ha used fleet many year ha refurb would say year suppose flight cheap staff board friendly efficient seat pitch large could sit hour comfortably seat despite plane old comfortable showing sign wear entertainment system show age plane one smallest screen industry small antiglare screen hard see need keep adjusting brightness screen throughout movie range movie good food ok nothing special really choice,Good
2152,2016-02-25,3.0,gatwick cancun return first time using british airway last main issue dreadful cabin crew rude poorly turned unimpressed standard cabin dingy tired looking,Bad
2153,2016-02-25,2.0,flight got good start reasonable dinner malaysian airline first class lounge looking forward first flight boeing much switched singapore / lhr kl discovered operated route new plane nice indeed called new new first trumpet listened customer revised version new pace setter wrong fa route great dinner adequate chicken satays followed prawn mango salad fine wine also fine cheap champagne nowhere near krug served carrier class usual cheap stainless steel cutlery boring glassware chinaware get used seat definitely constrained class tighter smaller bed mode like sleeping park bench hard ridiculous island design table retractable dinning table worse lying side dig back seat narrow profile becomes obvious gymnast get compartment tall overweight sleep hardly compared flight took singapore last month tv screen larger fixed doe lend companion dinning aircraft slight angle well slightly facing away viewer av remote small overly complicated wifi window blind aircraft window dimmed black two black orb staring flight seem clueless come top end class avoid plane future jaw dropping disappointment,Bad
2154,2016-02-25,9.0,wife flew british airway london heathrow athens boing flight half full paid extra exit row seat ideal seat back screen one cabin roof failed work problem great lover overhead screen showing stuff probably would select given choice left arrived time,Good
2155,2016-02-24,1.0,london heathrow vancouver british airway outbound flight delayed hour email received day travel take call airline establish one could arrive later first call poor understanding question operator thought wanted rebook flight fortunately cut think call might continued rest day second call successful direct answer given matter unwelcome printing baggage label new experience lhr frequent air traveller sign time perhaps get impression going self checkout supermarket much say bag drop neither efficient inefficient linear series task performed someone job young chap drop said delay started minute beginning week turned two hour friday gate wonder priority boarding moved different seating area metre away suspect people need seen receiving value higher ticket price course get first flight adequate video screen work despite request cabin crew rectified well ignored fortunate film tv choice poor like airline food much plenty food outlet past security get something decent eat never really drink wine beer spirit hard get wrong return flight made better jet stream reducing flight time hour flight adequate eat food salad outlet yvr good value flight attendant said looked better serving seat front broken reclined solution provided another attendant get walk around bit stand back whilst broken seat fault passenger front want reasonable attendant stood waiting derive solution,Bad
2156,2016-02-24,2.0,seattle tel aviv via london british airway food average cabin staff service average seat comfortable ok long seat someone ha step step someone else inflight entertainment system u dual prong plug inflight entertainment system use headphone comfortable long period time going outside airport security long layover lhr coming back security process tried make wife check carryon bag ha used travel many airline around world without question already accepted first leg seattle bag fit ba measurement gage frame desk agent like put apparently ha fit placed gage straight motion complaining requirement unnecessary desk agent relented huff also required pay chose seat buying usd business class ticket alaska mvp gold member fly partner airline get mileage credit cannot book seat without paying pay seat selection carryon luggage screening lhr make unlikely fly,Bad
